"X","Y"
1.05630337260664,1.18283340336052
3.914742434863,0.982020225987882
6.45567721920088,1.01996876106219
1.75264544086531,1.0650185721498
8.13329238211736,1.24803518995129
4.65760053601116,1.02022314326808
7.79177458724007,1.20503331972196
9.98065776890144,1.19860748970834
6.82662053499371,0.890055339673931
9.62063382612541,1.16772486563217
1.62230223882943,1.05937875678438
0.73217730037868,0.866278706524744
1.93944385275245,1.11816804505889
3.84550667367876,1.02218798701877
1.91290165530518,1.04879687975349
1.56119442312047,0.987414195049678
1.45573566434905,1.07189801878564
8.35687058512121,1.1544515900282
6.56799637014046,1.03805059404392
9.768157817889,1.09141017852618
4.75725857540965,1.06676031167394
5.25569972814992,1.05948021015711
4.89952366100624,0.939902041409365
1.33223584620282,0.970693993013078
7.15881173033267,0.993453566990675
3.26363720698282,1.00352244776413
4.48180726962164,1.16814932333944
9.63850029278547,1.11228778663704
8.1947733159177,1.20710113548173
6.71428342116997,1.02617345673843
3.7586553581059,0.954527818499161
7.87704485468566,1.05906601423794
6.59644407918677,0.949325313581774
9.56875934265554,1.1687292660511
3.8876226474531,1.13704941358852
3.52675245609134,0.910742577246228
1.70367039041594,0.930049773241403
4.93053427897394,0.888329620268976
4.14472203934565,1.03939681176955
9.81585146160796,1.26005172540913
6.66529420064762,1.09539903565439
1.70764481881633,1.08644090420983
8.66853688145056,1.25803932424895
0.22882868302986,0.964743611392774
4.51795650878921,0.876321963427694
1.81287344777957,0.961588658672753
0.717841330915689,1.0093070237874
0.933221008162946,1.12428728342637
1.06655293842778,1.11264778193126
5.12593190651387,1.01993430054902
